"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Lord of the Sword","US","Action Adventure,Fantasy","The followers of the evil Ra Goan have toppled the king from the throne. None are brave enough to take his place. The Elders have decreed that any man who can pass three tests will become King of Baljinya. Find the Tree of Merill. Defeat the Goblin of Balala Valley. Destroy the Statue of Evil. It sounds easy. But the followers of Ra Goan are waiting to stop you! It's an adventure that will take you across rivers and oceans, through swamps and over mountains. You have a sword and a bow. But magical weapons may become yours... for a price. Pass the tests and you shall be king. But remember: There's more to being a Lord of The Sword than hacking apart thine enemies!","5.0","6.4","","Sega","1989 ","http://www.gamefaqs.com/sms/588096-lord-of-the-sword"
"Lord of Sword","JP","Action Adventure,Fantasy","The followers of the evil Ra Goan have toppled the king from the throne. None are brave enough to take his place. The Elders have decreed that any man who can pass three tests will become King of Baljinya. Find the Tree of Merill. Defeat the Goblin of Balala Valley. Destroy the Statue of Evil. It sounds easy. But the followers of Ra Goan are waiting to stop you! It's an adventure that will take you across rivers and oceans, through swamps and over mountains. You have a sword and a bow. But magical weapons may become yours... for a price. Pass the tests and you shall be king. But remember: There's more to being a Lord of The Sword than hacking apart thine enemies!","5.0","6.4","","Sega","1989 ","http://www.gamefaqs.com/sms/588096-lord-of-the-sword"
"Donald Duck: The Lucky Dime Caper","US","Action,Platformer,2D","Evil Magica De Spell has stolen the Lucky Dimes and has captured Huey, Dewey and Louie! Trek through six treacherous lands with Donald to save his nephews and retrieve the Lucky Dimes!","7.0","7.4","n/a","Sega","1991 ","http://www.gamefaqs.com/sms/588055-donald-duck-the-lucky-dime-caper"
"The Lucky Dime Caper starring Donald Duck","EU","Action,Platformer,2D","Evil Magica De Spell has stolen the Lucky Dimes and has captured Huey, Dewey and Louie! Trek through six treacherous lands with Donald to save his nephews and retrieve the Lucky Dimes!","7.0","7.4","n/a","Sega","1991 ","http://www.gamefaqs.com/sms/588055-donald-duck-the-lucky-dime-caper"
"The Lucky Dime Caper Estrelando Pato Donald","SA","Action,Platformer,2D","Evil Magica De Spell has stolen the Lucky Dimes and has captured Huey, Dewey and Louie! Trek through six treacherous lands with Donald to save his nephews and retrieve the Lucky Dimes!","7.0","7.4","n/a","Sega","1991 ","http://www.gamefaqs.com/sms/588055-donald-duck-the-lucky-dime-caper"
"Donald Duck: The Lucky Dime Caper","US","Action,Platformer,2D","Evil Magica De Spell has stolen the Lucky Dimes and has captured Huey, Dewey and Louie! Trek through six treacherous lands with Donald to save his nephews and retrieve the Lucky Dimes!","7.0","7.4","n/a","Sega","1991 ","http://www.gamefaqs.com/sms/588055-donald-duck-the-lucky-dime-caper"
"The Lucky Dime Caper starring Donald Duck","EU","Action,Platformer,2D","Evil Magica De Spell has stolen the Lucky Dimes and has captured Huey, Dewey and Louie! Trek through six treacherous lands with Donald to save his nephews and retrieve the Lucky Dimes!","7.0","7.4","n/a","Sega","1991 ","http://www.gamefaqs.com/sms/588055-donald-duck-the-lucky-dime-caper"
"The Lucky Dime Caper Estrelando Pato Donald","SA","Action,Platformer,2D","Evil Magica De Spell has stolen the Lucky Dimes and has captured Huey, Dewey and Louie! Trek through six treacherous lands with Donald to save his nephews and retrieve the Lucky Dimes!","7.0","7.4","n/a","Sega","1991 ","http://www.gamefaqs.com/sms/588055-donald-duck-the-lucky-dime-caper"
"Mahjong Sengoku Jidai","US","Miscellaneous,Board Games","Mahjong Sengoku Jidai is a Miscellaneous game, developed by Sanritsu and published by Sega,which was released in Japan in 1987.","n/a","n/a","n/a","Sanritsu","Oct 18, 1987 ","http://www.gamefaqs.com/sms/570166-mahjong-sengoku-jidai"
"Kung Fu Kid","US","Action,Platformer,2D","Get ready to perform the martial arts with the precision of a master. Now is the time to accept your fate as the most courageous man alive. You're the invincible Wang. The most skilled Kung Fu artist in the history of ancient China. Armed with the mysterious and traditional Talisman, your talents are the only defense against the wicked Madanda, the most dreaded creature to ever live. He's just awakened from a sleep of several thousand years and his desire is to terrorize your village and devour its people. The battle will be furious. And nobody knows the outcome for sure. So fight with pride and power to send this unnatural force to a final resting place.","n/a","6.1","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588092-kung-fu-kid"
"Makai Retsuden","JP","Action,Platformer,2D","Get ready to perform the martial arts with the precision of a master. Now is the time to accept your fate as the most courageous man alive. You're the invincible Wang. The most skilled Kung Fu artist in the history of ancient China. Armed with the mysterious and traditional Talisman, your talents are the only defense against the wicked Madanda, the most dreaded creature to ever live. He's just awakened from a sleep of several thousand years and his desire is to terrorize your village and devour its people. The battle will be furious. And nobody knows the outcome for sure. So fight with pride and power to send this unnatural force to a final resting place.","n/a","6.1","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588092-kung-fu-kid"
"Sapo Xule: O Mestre do Kung Fu","SA","Action,Platformer,2D","Get ready to perform the martial arts with the precision of a master. Now is the time to accept your fate as the most courageous man alive. You're the invincible Wang. The most skilled Kung Fu artist in the history of ancient China. Armed with the mysterious and traditional Talisman, your talents are the only defense against the wicked Madanda, the most dreaded creature to ever live. He's just awakened from a sleep of several thousand years and his desire is to terrorize your village and devour its people. The battle will be furious. And nobody knows the outcome for sure. So fight with pride and power to send this unnatural force to a final resting place.","n/a","6.1","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588092-kung-fu-kid"
"Golvellius: Valley of Doom","US","Role-Playing,Action RPG","Enter the world of Golvellius. Where demons rule the valley of water... and control the creatures of land, sea and air. Where almost everyone stands against you. There is only one way in... and no way out except victory or death! It's an adventure that will take you across deserts and mountains, oceans and forests... through eerie graveyards and caves filled with danger and surprise. Golvellius has a password save feature that lets you keep all your possessions. So you never have to start an adventure empty handed!","7.0","7.6","n/a","Compile","1988 ","http://www.gamefaqs.com/sms/588077-golvellius-valley-of-doom"
"Maou Golvellius","JP","Role-Playing,Action RPG","Enter the world of Golvellius. Where demons rule the valley of water... and control the creatures of land, sea and air. Where almost everyone stands against you. There is only one way in... and no way out except victory or death! It's an adventure that will take you across deserts and mountains, oceans and forests... through eerie graveyards and caves filled with danger and surprise. Golvellius has a password save feature that lets you keep all your possessions. So you never have to start an adventure empty handed!","7.0","7.6","n/a","Compile","1988 ","http://www.gamefaqs.com/sms/588077-golvellius-valley-of-doom"
"Golvellius","SA","Role-Playing,Action RPG","Enter the world of Golvellius. Where demons rule the valley of water... and control the creatures of land, sea and air. Where almost everyone stands against you. There is only one way in... and no way out except victory or death! It's an adventure that will take you across deserts and mountains, oceans and forests... through eerie graveyards and caves filled with danger and surprise. Golvellius has a password save feature that lets you keep all your possessions. So you never have to start an adventure empty handed!","7.0","7.6","n/a","Compile","1988 ","http://www.gamefaqs.com/sms/588077-golvellius-valley-of-doom"
"Marble Madness","US","Action,General","The arcade sensation of the 80's comes to your Sega Master System! Have you got what it takes to guide a lone marble through six weird and wonderful courses packed with odd obstacles and insane indestructible inhabitants? Find out in Marble Madness!","7.0","6.3","n/a","Tengen","1992 ","http://www.gamefaqs.com/sms/588097-marble-madness"
"Marksman Shooting & Trap Shooting","US","Action,Shooter,Light Gun","MARKSMAN SHOOTING puts you in training with the FBI. When the clock starts ticking, the targets start jumping, you start shooting. No time to panic. Too late to call it off. If you hit more than the designated number of targets you get to move on to another nerve-wracking round. TRAP SHOOTING demands a keen eye and faultless split-second reactions. As you tramp through the muddy grasslands, or a dense forest, you must keep your wits in this realistic clay pigeon shooting game. Only dead-on shots will let you go to the next round.","n/a","6.0","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588098-marksman-shooting-and-trap-shooting"
"Marksman Shooting / Trap Shooting / Safari Hunt","US","Miscellaneous,Compilation","Try your hand at three different shooting styles; an FBI firing range, Clay pigeons, and Hunting. A three-in-one game guaranteed to test your overall sharpshooting ability to the utmost.","n/a","4.5","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/939812-marksman-shooting-trap-shooting-safari-hunt"
